OTU;abundance;amplicon;length;chimera;spread;identity;taxonomy;L001;L002;L003;L004;L004_2;L005;L006;L007;L008;L009;L010;L011;L012;L013;L014;L014_2;L015;L016;L017;L017_2;L018;L018_2;L019;L020;L021;L022;L022_2;L023;L024;L025;L026;L027;L028;L029;L029_2;L030;L031;L031_2;L032;L033;L033_2;L034;L035;L036;L037;L038;L038_2;L039;L040;L041;L042;L042_2;L043;L043_2;L044;L044_2;L045;L045_2;L046;L047;L047_2;L048;L049;L050;L051;L051_2;L052;L053;L054;L055;L055_2;L056;L057;L058;L059;L059_2;L060;L061;L062;L063;L064;L065;L066;L067;L067_2;L068;L068_2;L069;L070;L071;L072;L073;L073_2;L074;L075;L076;L077;L078;L079;L079_2;L080;L081;L082;L083;L084;L084_2;L085;L085_2;L086;L087;L088;L089;L090;L091;L092;L093;L094;L095;L096;L097;L098;L099;L100;L101;L102;L103;L103_2;L104;L105;L106;L107;L108;L109;L110;L111;L111_2;L112;L113;L114;L115;L116;L117;L118;L119;L120;L121;L122;L123;L123_2;L124;L125;L126;L127;L128;L129;L130;L131;L131_2;L132;L132_2;L133;L134;L135;L136;L137;L137_2;L138;L139;L140;L141;L141_2;L142;L143;L144;L144_2;L145;L146;L147;L148;L149;L149_2;L150;L151;L152;L153;L154;L155;L156;L157;L158;L159;L160;L160_2;L161;L162;L162_2;L163;L164;L165;L166;L167;L168;L168_2;L169;L170;L171;L172;L173;L173_2;L174;L175;L176;L177;L178;L179;L180;L181;L182;L183;L184;L185;L186;L187;L188;L189;L190;L191;L192;L193;L194;L195;L196;L197;L198;L199;L199_2;L200;L201;L202;L203;L204;L205;L206;L207;L208;L209;L210;L211;L212;L213;L214;L215;L216;L216_2;L217;L217_2;L218;L219;L220;L221;L222;L223;L224;L225;L226;L227;L228;L228_2;L229;L230;L231;L232;L233;L234;L234_2;L235;L236;L236_2;L237;L238;L239;L240;L241;L242;L243;L244;L245;L245_2;L246;L247;L248;L249;L250;L251;L252;L253;L254;L255;L255_2;L256;L256_2
12;231663;14fbc6f87fd8baae438ee5581a0b32f4eb356780;238;N;111;86.6;Leptodontidium sp|LC374636|SH1522923.08FU|reps|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__Helotiales_fam_Incertae_sedis|g__Leptodontidium|s__Leptodontidium_sp;0;0;0;688;390;4;0;5169;6911;8625;446;0;1;22081;0;0;8878;11;0;47;0;0;0;0;0;0;0;0;0;0;0;14;156;1;0;0;0;0;0;0;4;673;1;0;7845;0;0;6295;0;2;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;27;2392;0;0;0;4;0;0;0;0;1849;0;1376;283;32;0;0;398;1515;0;0;223;0;0;11787;0;27;0;2;2511;0;0;0;3702;1;0;0;1;2;17;62;0;0;6;33259;0;6;0;0;18;0;3;1;0;4374;0;0;1;0;0;0;0;0;105;0;4173;1776;0;0;0;0;0;0;2;519;5;4955;0;432;9;0;0;0;3;0;26;0;298;0;1;0;0;1;0;0;2;0;26;0;0;3;0;1;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;389;0;9107;30;3;0;0;0;0;0;0;31;20836;0;1944;0;0;0;0;1;0;117;0;0;14400;0;20;0;236;0;1;1;769;1;0;1;0;5685;19240;0;0;0;0;0;11537;1;2318;7;0;0;1;0;0;80;0;0;0;0;427;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;4;1;0;0;0;0;0
14;218705;03f6129787b58932f881035850e73ad1692aedf4;233;N;101;80.3;Dothideomycetes sp|KU195510|SH1150019.08FU|reps_singleton|k__Fungi|p__Ascomycota|c__Dothideomycetes|o__unidentified|f__unidentified|g__unidentified|s__Dothideomycetes_sp;0;6;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;266;0;0;0;0;0;3;5778;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;389;931;0;1;0;0;0;0;17605;80;1;0;0;0;0;0;0;0;0;0;0;5;0;265;0;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;10;0;94;2;1;0;43180;9;0;0;1;0;16;366;0;0;0;10;0;0;522;0;0;1;0;0;0;11957;5;0;51;0;0;0;0;3;0;0;0;0;0;0;0;7;0;0;0;0;0;0;14;4;2;12;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;1;0;0;0;0;0;23;0;0;0;0;0;0;9;1006;0;0;0;4;0;0;0;0;0;0;6;0;7712;2;0;0;0;0;0;0;0;16;0;0;0;0;0;0;329;0;0;139;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;209;139;0;147;0;63;10529;2564;7129;153;4;5806;6371;5;4;22;10728;1660;1391;1275;5803;0;252;2217;5689;69;1;3013;53;448;10613;0;0;0;79;6456;46;8994;2453;29700;193;119;0;0;1;3397
15;210207;b48419af4619019169a5aff3298124218caec8d4;242;N;132;83.5;Sordariomycetes sp|AB847034|SH1564078.08FU|reps|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__unidentified|f__unidentified|g__unidentified|s__Sordariomycetes_sp;1779;0;209;0;0;46;0;0;9;0;0;6052;2;9;4670;3211;3;9;1;2;2;1;1;98;1183;0;0;7564;487;15;0;30;1;0;1;1056;0;0;0;1;0;21;64;4;22;0;0;4416;4;1002;0;0;0;0;0;0;0;0;11;0;0;0;0;46;0;2704;0;21929;0;0;0;3;0;0;0;2;19924;0;112;0;0;4047;79;0;0;1;0;272;1;0;8343;722;82;0;3653;17654;1;1;0;1367;0;0;9;2;12;100;7;0;0;1649;1;10;0;0;0;53;0;0;310;653;21;0;1;3;0;1;0;0;10223;524;3;0;423;37;0;0;0;1;0;0;4;491;0;0;11;0;247;0;0;0;362;9;81;47;9988;2;0;0;0;0;0;0;14;0;0;0;0;1;0;0;0;0;5;0;0;9905;0;0;1576;0;0;0;0;16470;0;14;88;15;13101;288;0;0;0;0;0;0;3;0;0;57;0;0;0;0;0;0;20;0;0;18;1150;102;2628;1760;0;472;0;0;0;2241;282;0;0;2;0;960;31;1;1;0;224;0;1;25;0;0;131;0;3;20382;0;8;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;1;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
13;205167;59db05bdb34a8bf010930ba8131b3a4b572f6a13;236;N;165;87.4;Helotiales sp|AY969613|SH1145591.08FU|reps_singleton|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__unidentified|g__unidentified|s__Helotiales_sp;0;759;0;0;0;0;1;1;1;0;0;0;5054;0;0;0;4;0;0;0;0;0;0;0;0;81;478;0;0;0;5;0;0;8;162;0;0;0;830;0;0;0;0;0;2;0;0;0;1;0;0;2731;0;0;23;10;0;1106;0;255;0;0;129;0;0;1;1;0;0;0;4135;1;41384;7059;6;0;0;2000;0;0;680;0;0;0;0;0;0;0;0;15195;0;502;0;0;0;0;1;14;0;0;602;1;0;9289;0;3;178;718;1;0;0;1327;1856;0;336;2;0;0;0;0;0;12;0;0;203;0;184;11072;0;1;0;0;0;4;869;2168;0;1095;117;1457;3;0;0;2;0;0;0;0;0;7185;3;0;1;0;0;0;0;0;28;12;414;32;0;0;1;0;2;10524;3;0;574;151;0;0;0;0;55;0;1;0;3;0;0;0;312;0;6;0;0;0;18579;56;230;586;0;46;1;0;0;0;3;0;688;6150;35;239;2;0;41;0;0;1;0;17;2;1;14376;0;15;0;0;4364;0;0;7181;1;0;1171;0;0;1;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;78;26;12;5280;1;0;0;9;7;123;118;1;101;319;42;353;152;0;5;0;0;0;471;178;3;4912;0;159;192;269;4;0;0;1555;66;0;0;339;0;14;1;2149;1;957;0;0
16;204574;7eeb1355decc965c4661809e3a33b54133b00b1e;303;N;100;87.1;Basidiomycota sp|KF428429|SH1556463.08FU|reps|k__Fungi|p__Basidiomycota|c__unidentified|o__unidentified|f__unidentified|g__unidentified|s__Basidiomycota_sp;0;0;0;6;0;0;0;1418;467;29;9;0;0;1683;0;0;2;242;0;48;0;7;0;0;0;0;0;0;0;0;0;0;709;0;0;0;0;0;0;1;123;0;0;0;0;0;0;4817;0;1;0;0;341;0;0;0;0;0;2;0;0;0;0;0;0;4903;84;0;0;0;0;140;14;0;0;0;11048;0;1;1;1;0;0;7;7;2;10244;277;0;0;0;0;0;0;18175;8182;0;0;0;164;0;23977;0;0;2;267;2;0;0;0;518;0;0;1139;1;3022;0;0;0;0;43;0;4758;0;0;0;0;0;1098;244;0;0;123;3184;0;1;0;0;0;0;4624;1;117;0;2935;72;0;0;0;0;0;1;0;2;4;0;0;0;0;0;0;0;0;812;0;0;0;0;0;0;0;0;25;0;0;0;0;1;0;0;0;0;0;0;0;46;5;14;8077;1;0;0;0;0;28;0;444;1;29479;92;458;0;0;0;0;0;19;1;0;698;0;1089;3164;35;0;0;0;202;0;0;23;0;5;9523;0;0;0;0;0;21;0;0;23;0;8230;18640;0;0;289;13826;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;1
18;192438;d743c4b8db82dc44531f18f0862469de49217ee0;239;N;158;82.1;Helotiales sp|DQ233886|SH1509562.08FU|reps|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__unidentified|g__unidentified|s__Helotiales_sp;0;7638;0;1;0;0;0;0;0;0;0;0;15795;1;0;0;0;1;0;0;0;0;0;0;0;195;1373;0;1;0;6351;0;1;7;370;2;4;822;2657;0;0;0;0;0;14;0;0;0;0;0;0;191;0;0;238;444;0;200;0;0;32;4;304;0;1;0;0;0;0;0;595;0;70;209;0;0;0;2717;0;0;10347;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;49;0;1;2521;0;0;1;25;433;161;1838;1;0;3;11967;491;0;7582;2;0;0;0;0;1;24;0;0;728;0;4;0;0;1;0;0;1;0;105;193;0;8099;1015;81;8;1;0;2;0;0;3;0;0;0;3;0;0;0;0;0;0;0;189;121;70;3349;0;0;1;0;0;0;0;0;950;66;0;0;0;0;0;0;0;1;0;0;0;0;1320;0;0;0;0;1;327;99;416;11381;0;0;0;0;0;0;2;0;2158;14;0;138;10;1;2796;0;0;0;0;1;1525;2;4;0;10;0;0;13415;0;0;4113;0;0;682;1;0;0;0;1;0;0;0;0;113;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;2596;31;153;786;1125;846;3637;582;68;1162;436;236;310;46;195;1080;341;34;356;1152;0;0;1451;737;188;4862;6053;3599;5764;3522;107;559;415;4327;1129;448;188;3372;418;4779;4934;591;0;581;0;25
17;189110;4a094af6e8001daf7bf4c0d6139d6e270fe348cd;243;N;92;66.9;Lecanorales sp|FJ554208|SH1247319.08FU|reps_singleton|k__Fungi|p__Ascomycota|c__Lecanoromycetes|o__Lecanorales|f__unidentified|g__unidentified|s__Lecanorales_sp;0;0;0;235;216;0;0;0;0;28;0;0;0;5688;0;0;0;6;0;12;2;1;2;0;0;0;1;0;0;1;0;1;2718;0;0;0;0;0;0;2;48;0;0;0;18;0;0;0;0;0;0;0;7078;984;0;0;1;0;0;0;0;1;0;0;10;14715;1112;12;0;0;0;9660;0;1;1;0;0;0;409;0;1;0;0;31;113;0;394;0;0;0;2;1;0;0;17107;0;1;0;0;0;0;0;0;1;0;0;7;0;0;0;13;0;1;3;0;79790;0;0;0;0;249;0;60;0;0;0;2;0;70;338;0;211;8;279;0;0;0;0;0;1;317;0;924;0;692;408;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;2;1493;0;0;0;0;0;0;0;0;125;0;0;0;0;1;0;0;0;0;0;0;0;0;1;34;0;0;14;0;0;0;0;459;10009;4;159;2;17812;0;0;1;0;0;855;0;0;33;0;131;1;7314;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1514;0;2;3144;0;5;0;0;0;1511;469;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;184348;37219be0803390dc892cdc40561aa5b58e35d326;245;N;136;84.1;Dendrosporium sp|KC478567|SH1237072.08FU|reps_singleton|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales|f__Sordariales_fam_Incertae_sedis|g__Dendrosporium|s__Dendrosporium_sp;7346;0;2193;7;21;6281;0;0;0;130;57;1182;0;1;810;1048;3;0;2;8;1;2;3;527;12;0;0;467;0;27;0;357;11;0;0;8634;0;0;0;1;4;1;37538;94;3929;1;0;0;210;6173;1;0;0;0;0;0;2;0;0;0;0;2067;0;6845;0;0;0;0;0;0;0;7;0;8;0;0;69;0;3878;1;0;11551;105;2;1;0;0;8;0;0;5705;1977;179;1;4;0;0;0;0;252;0;0;10578;0;0;0;3;0;13;1143;3;0;949;5;0;8255;0;1502;5;140;0;0;0;0;0;0;0;0;114;2;6172;0;474;0;0;0;512;0;0;0;5;0;7;41;0;0;2;91;0;0;0;702;7;6059;214;456;201;434;7;1;0;0;0;4;15;13;1;0;0;0;0;0;0;0;8080;6;0;0;1095;0;0;30;1216;41;0;5;1802;1374;0;0;0;1;0;0;0;26;3111;186;0;0;17;1;0;0;0;0;1009;0;0;23;20;34;34;0;0;6331;0;465;0;6761;0;0;647;0;0;268;194;0;19;1754;55;0;22;0;0;0;69;0;1604;3;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
20;177136;4586ff7f4762f917b7ee99d7f2fcc25499df609a;291;N;65;85.3;Resinicium saccharicola|KY995324|SH1509373.08FU|reps|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Hymenochaetales|f__Hymenochaetales_fam_Incertae_sedis|g__Resinicium|s__Resinicium_saccharicola;0;0;1;2;6;11;0;8;0;9;12;0;0;0;0;0;0;0;0;552;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;2;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;18;0;0;0;10293;0;0;0;0;1;0;0;2;0;24049;4;0;0;1;7;1;0;0;1;0;0;0;4;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;3;0;1029;0;86;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;6867;0;0;0;0;0;0;3;0;0;0;0;19;0;0;0;0;2;25731;1;29856;1;0;0;0;8;0;0;0;0;454;18030;11354;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7195;1;1827;0;38606;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;1;988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25;152780;5f6109efdf7d4448ad721b8c3f76e6eccc25e4be;301;N;103;81.6;Serendipitaceae sp|DQ309105|SH1577259.08FU|refs|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Sebacinales|f__Serendipitaceae|g__unidentified|s__Serendipitaceae_sp;0;0;0;109;231;0;0;6138;221;1897;278;1;0;6727;0;0;29;34;0;783;166;493;0;0;0;0;0;0;0;0;0;5117;274;0;0;0;0;0;0;1;574;397;0;0;2177;0;0;1;0;0;0;0;906;0;0;0;0;0;4;1;0;0;0;0;0;1782;328;120;0;0;0;75;0;0;0;0;34;0;2121;373;3;0;0;223;675;0;42;154;0;0;244;0;1;0;97;1;0;0;0;1708;0;0;0;0;6;0;13;0;0;0;2269;0;0;838;0;931;0;0;0;0;500;0;49;0;0;0;0;0;7069;267;0;143;5;3078;0;0;0;0;0;1;2489;0;7464;0;887;906;1;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;1156;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;23;0;1768;22;0;14;0;0;0;1;9769;2741;3340;65;823;7134;0;0;0;0;0;19261;0;4;584;0;9;2271;93;0;2;0;138;0;0;21208;0;3114;128;0;0;0;0;0;6614;0;8417;17;0;26;28;1;0;2360;172;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0
21;149053;ebda9fd55073e9240d6352356f360a0f5b54572c;308;N;77;87.3;Agaricomycetes sp|HQ829325|SH1552952.08FU|reps|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__unidentified|f__unidentified|g__unidentified|s__Agaricomycetes_sp;0;0;0;0;0;0;0;0;0;2;0;13;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;3273;0;0;0;0;0;0;0;19;0;97;183;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;231;26;0;0;0;0;0;0;5;0;0;1423;0;0;0;1;0;12;0;0;516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;1;0;0;25716;1;15;470;0;0;0;0;27839;9753;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;20;0;14;0;0;392;4;0;1;0;0;0;12366;0;0;0;0;0;2593;0;141;19;0;0;0;0;0;0;0;0;0;0;4;1;1922;0;0;851;1;0;0;11128;1297;0;1;0;0;0;9676;1115;0;1;0;0;0;0;6;0;0;2;0;1;0;0;0;0;0;0;3;2136;12;0;0;0;0;0;0;0;0;0;9219;3;8;0;0;4302;0;0;0;0;0;0;1;0;0;0;98;0;0;1;0;0;3039;1;0;0;0;0;6707;0;0;0;0;0;0;0;0;0;40;0;0;0;7195;0;0;0;0;1;0;0;4913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;3;0
26;146507;7700d24d2b0f6cbfe335d57a087a8f31535ad925;303;N;53;89.1;Mycena zephirus|UDB018200|SH1542303.08FU|refs|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Tricholomataceae|g__Mycena|s__Mycena_zephirus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;4;11375;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;12152;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;12667;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;3;0;0;0;0;0;0;0;1;0;0;0;1;0;30665;10;0;0;0;9119;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;6991;14858;0;0;0;5;0;0;0;0;0;0;0;1;7912;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;30789;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3267;0;0;0;0;0;4096;0;0;0;0;0;0;0;0;0;0;0;23;0;0;100;3;0;0;44;0;0;0;23;0;0;0;6;924;0;0;1089;0;0;0;0
27;141448;e3e1f538133e191c932e2aac32e301f0ad18bcbd;237;N;95;84.5;Helotiales sp|DQ233886|SH1509562.08FU|reps|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales|f__unidentified|g__unidentified|s__Helotiales_sp;11075;2703;324;0;0;119;0;1;0;0;0;399;106;0;0;0;0;0;0;0;0;0;56;0;34;119;775;0;0;42510;18;0;0;0;21;132;0;0;120;0;0;0;0;0;1;0;0;0;0;16;0;0;0;0;1;0;2;203;0;0;5;3274;0;302;0;0;0;0;0;0;0;0;2047;72;0;0;0;21;0;1;7215;9;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20;1567;0;1462;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;563;0;0;0;33;20;7455;21;0;5;0;2;0;17541;0;0;4;0;0;0;4;42;17;2;0;11;572;1075;0;0;0;0;0;0;0;0;0;1;0;0;0;479;0;0;1716;1;0;0;3507;0;929;20399;50;0;78;0;1826;0;0;0;54;0;0;313;0;0;0;0;0;1;0;0;102;70;0;0;0;0;0;0;0;0;1;0;0;0;462;0;305;0;0;0;0;0;3;2;0;84;3730;0;787;0;0;1;0;0;12;0;0;0;496;0;1;0;3662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;49;0;0;0;26;0;0;0;0;0;0;103;0;0;16;0;0
28;140867;eb168a289465774eaffd963451d9ca04a28bd501;302;N;74;76.4;Trichoglossum sp|AY970222|SH1611596.08FU|reps|k__Fungi|p__Ascomycota|c__Geoglossomycetes|o__Geoglossales|f__Geoglossaceae|g__Trichoglossum|s__Trichoglossum_sp;0;0;0;27;12;3;0;4274;2726;634;0;1;0;5;0;0;0;0;1;5;2;0;0;0;0;0;0;0;0;0;0;51;76;0;0;0;0;0;0;0;0;0;0;0;32;0;0;7871;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;298;0;0;0;0;0;13;1;0;0;0;18719;1;0;78;2;0;0;13;32;0;0;0;0;0;34;0;0;0;76;5836;0;0;0;1;0;39;0;0;0;81;3;0;0;0;185;0;0;535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;228;0;78;12139;0;0;0;0;0;0;0;0;0;1;0;27901;0;0;0;0;1;0;22;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7288;2;192;11497;1;6;0;0;0;0;0;320;1;0;997;3312;0;0;1;0;0;0;0;0;13758;0;3;7;9411;0;0;1;0;0;0;6869;0;0;29;0;0;0;0;0;12;0;0;14;0;0;0;0;0;197;4873;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
30;130439;c974e60a3fece58aa51a1b70463286da23e54911;304;N;69;88.8;Mycena zephirus|UDB018200|SH1542303.08FU|refs|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Agaricales|f__Tricholomataceae|g__Mycena|s__Mycena_zephirus;1;0;0;1;0;1;0;7277;598;8;11519;0;0;2;1;0;13;0;0;7024;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;177;6;0;0;0;6193;0;0;0;1;0;0;2358;0;0;0;0;6252;13985;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2551;3;0;0;0;0;0;0;0;0;0;1;0;1;585;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;0;45;35659;0;0;0;1;1;0;2;0;1;0;6;14;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3286;0;20;0;0;0;0;0;0;64;0;0;14665;2;0;0;0;0;0;0;0;0;2068;0;0;5;260;0;0;3;3;0;0;0;1;0;8181;1;1;0;0;0;73;0;0;6890;0;0;3;0;0;0;0;0;0;476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
23;127852;d43ad6aa22462a228d070fe37920739abdad1bf7;298;N;120;89.9;Trechisporales sp|JX998748|SH1542509.08FU|reps|k__Fungi|p__Basidiomycota|c__Agaricomycetes|o__Trechisporales|f__unidentified|g__unidentified|s__Trechisporales_sp;1;0;0;0;0;0;0;42;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;55;0;0;4;1;0;0;1;454;2178;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;736;0;0;0;0;0;78;0;0;0;0;0;0;0;419;0;1;0;1;121;0;0;2;1;0;9325;42;8;0;29;5;0;16;13;0;0;0;0;0;2;0;0;0;1;1;1;649;0;379;0;0;2;0;0;0;2;0;5;0;31;3;1;1;26641;0;2495;0;0;1;3490;1;1;0;0;0;26;0;0;11;4703;0;10210;0;0;1;0;1;9;418;24;0;139;0;0;0;2;0;0;0;2;4;0;0;0;4;0;0;0;0;1;0;0;1;0;0;4;0;14887;0;0;5;0;0;0;0;1;0;0;0;0;1;10706;1;0;276;1;573;0;0;0;0;0;0;0;0;0;14;0;0;11;0;0;74;0;1;0;0;0;143;0;0;0;2232;2;0;6;1;0;0;0;0;0;0;1297;0;1;570;0;0;7554;0;21;7;0;0;3760;3;430;0;0;0;19950;36;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;6;0;0;15;0;0;257;0;2;0;0;1392;560;0;0;0;0;0;1;0;17;4;3;0;0;0;85;0;0;137;0;0;0;0;0;0;0;0;0
32;125855;18983cbc960dd163618b6395d022c800ecbdb5bb;248;N;78;73.4;Angustimassarina premilcurensis|KY496745|SH1946081.08FU|refs_singleton|k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Pleosporales|f__Amorosiaceae|g__Angustimassarina|s__Angustimassarina_premilcurensis;1;0;0;0;0;0;0;189;1;1722;17;0;0;0;0;0;0;0;0;1349;0;1;1;0;0;0;0;0;0;0;0;30;2495;0;0;0;0;0;0;0;3;0;0;0;517;0;0;0;0;0;0;0;1477;141;0;0;0;0;0;0;0;0;0;0;0;15;2529;32;0;0;0;18392;0;2;0;0;2;0;1;0;0;1;0;1;0;6;3080;218;0;0;0;0;0;0;3;0;0;0;0;0;5;993;0;0;5;0;1;3;0;0;9;0;9;6727;1;29713;1;0;0;0;1;0;7308;0;0;0;0;0;1656;9;0;0;3378;3859;0;0;0;0;0;0;7795;0;0;0;0;1685;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;526;0;0;0;0;0;0;0;0;963;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;5327;377;0;34;3;5;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;21806;1;0;0;0;0;0;0;0;0;0;0;0;0;0;402;0;234;766;0;0;2;0;0;0;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
